# Unmatched product spellings (no master product >= score 0.9)
# Candidates for manual seeding into product_master.json.
# 1802 spellings.

***EBERFINE	[COSMO]
***NEVLON MOISTURISING BABY	[COSMO]
***OXIDOX 130MG	[PHARMA]
**EKRAN SOFT SILI GEL 50SP	[COSMO]
KORTUF-6 TAB. 10 TAB.	[COSMO]
LULI03 LULIZOL	[COSMOCOR]
LULI03 LULIZOL CREAM	[DERMACOR]
LULIZOL 10GM	[DERMACOR]
LULIZOL 10GM CREAM.	[DERMACOR]
LULIZOL 20 GM	[COSMO]
LULIZOL 20GM	[DERMACOR]
LULIZOL 20GM CREAM.	[DERMACOR]
LULIZOL 20ML	[COSMO]
LULIZOL 30GM	[DERMACOR]
LULIZOL 30GM CREAM.	[DERMACOR]
LULIZOL 30GM CREEM	[DERMACOR]
LULIZOL 50GM XL CREAM.	[DERMACOR]
LULIZOL CREAM (20GM)	[DERMACOR]
LULIZOL CREAM (30GM)	[DERMACOR]
LULIZOL CREAM (50GM)	[DERMACOR]
LULIZOL CREAM 1*10GM	[DERMACOR]
LULIZOL CREAM 1*20GM	[DERMACOR]
LULIZOL CREAM 1*30GM	[COSMO]
LULIZOL CREAM 1*50GM	[DERMACOR]
LULIZOL CREAM 20	[DERMACOR]
LULIZOL CREAM 20GM	[DERMACOR]
LULIZOL CREAM 30	[DERMACOR]
LULIZOL CREAM 50GM	[DERMACOR]
LULIZOL CREAM-10	[DERMACOR]
LULIZOL CREAM-20	[DERMACOR]
LULIZOL CREAM-20GM	[DERMACOR]
LULIZOL CREAM-30	[DERMACOR]
LULIZOL OINT 10 GM	[DERMACOR]
LULIZOL OINT 20 GM	[DERMACOR]
LULIZOL OINT 30 GM **	[DERMACOR]
LULIZOL OINT 50 GM	[DERMACOR]
LULIZOL XL CREAM 1*20GM	[DERMACOR]
LULIZOL-10GM	[DERMACOR]
LULIZOL-20GM	[DERMACOR]
LULIZOL-30GM	[DERMACOR]
LULIZOL-50GM	[DERMACOR]
LULIZOLCREAM	[COSMO]
MEDICATED WASH	[PEDIA]
MELA MELAPIK	[PEDIA]
MELA02 MELAPIK PLUS	[COSMOCOR]
MELA03 MELAPIK EVER NEW	[COSMOCOR]
MELA07 MELAPIK TX	[PEDIA]
MELAPIC EVER NEW	[DERMACOR]
MELAPIC TX	[COSMO]
MELAPIC-HQ CREAM	[PHARMA]
MELAPIK 25GM CREAM.	[PHARMA]
MELAPIK CREAM 1*20GM	[COSMO]
MELAPIK TX TAB NADITRET	[PHARMA]
MELB01 MELBOOST	[COSMOCOR]
MELB04 MELBOOST NXT	[COSMOCOR]
MELBBOST LOTION 5ML	[COSMOCOR]
MELBOOS T SOL	[COSMO]
MELBOOST	[COSMO]
MELBOOST 2ML SOLUTION	[COSMOCOR]
MELBOOST 2ML SOLUTION.	[COSMOCOR]
MELBOOST 5ML SOLUTION	[COSMOCOR]
MELBOOST 5ML SOLUTION.	[COSMOCOR]
MELBOOST SOL	[COSMO]
MELBOOST SOLN.	[COSMOCOR]
MELBOOST SOLTUION	[COSMOCOR]
MELBOOST SOLU	[COSMO]
MELBOOST SOLUTION 2 1*2ML	[COSMO]
MELBOOST SOLUTION 5 1*5ML	[COSMOCOR]
MELBOOST SOLUTION-5	[COSMOCOR]
MELBOOST TAB 1*10 TB	[COSMOCOR]
MELBOOST-2ML SOLUTION	[COSMOCOR]
MF SONE	[DERMA]
MF SONE CREAM 1*30GM	[DERMA]
MF SUDIF	[DERMA]
MFSONE CREAM (10GM)	[DERMA]
MFSONE CREAM 1*10GM	[DERMA]
MFSONE-30GM	[DERMA]
MFSONS CREAM 10GR.	[COSMO]
MFSUDIF CREAM NEVLON AD	[DERMA]
MFSUDIF-10GM	[DERMA]
MOCOR) Amou	[COSMOCOR]
MOISTURIZING	[DERMA]
MOXI01 MOXIVIEW EYE	[COSMOCOR]
MOXIVIEW D	[COSMO]
MOXIVIEW EYE DROP	[COSMO]
MOXIVIEW-D	[DERMACOR]
MOXIVIEW-D EYE DROP 1*5ML.	[COSMO]
MOXIVIEW-D EYE DROP-5ML	[DERMACOR]
MOXIVIW D EYE DROP	[DERMACOR]
MUPI01 MUPISOFT OINT	[PEDIA]
MUPI01 MUPISOFT OINTMENT	[PEDIA]
MUPISOFT CREAM	[PEDIA]
MUPITRET CREAM 1*1 PIC	[PHARMA]
Mfg : KLM LAB COSMO DIVI	[COSMO]
Mfg : KLM LAB COSMOCOR DIVI	[COSMO]
Mfg : KLM LAB COSMOQ	[COSMO]
Mfg : KLM LAB DERMA DIVI	[COSMO]
Mfg : KLM LAB DERMACOR	[COSMO]
Mfg : KLM LAB PEDIA	[COSMO]
Mfg : KLM LAB PHARMA DIVI	[COSMO]
NADI02 NADITRET CREAM{10GM}	[PEDIA]
NADITERT	[PHARMA]
NADITREAT	[PHARMA]
NADITREAT PLUS	[PHARMA]
NADITRET	[COSMO]
NADITRET 10GM CREAM.	[PHARMA]
NADITRET CREAM 1*10GM	[PHARMA]
NADITRET-10GM	[PHARMA]
NARVILIFT-PSR	[COSMOCOR]
NAVLON CALOE	[COSMO]
NAVLON CALON LOTI 1*60ML	[DERMA]
NAVLON CALONE LOT 1*100G	[DERMA]
NAVLON CREAM	[COSMO]
NAVLON CREAM 1*100G	[DERMA]
NAVLON LOTION 1*100G	[DERMA]
NAVLON MAX CREAM 1*150G	[DERMA]
NAVLON SOAP 1*75GM	[DERMA]
NAVLON XL LOTION 1*250ML	[DERMA]
NAVLON-GLO SYNDET B 1*75GM	[DERMA]
NEDITRET PLUS	[PHARMA]
NEDITRET PLUS CREAM 10G	[PHARMA]
NEOGLOW FOAMING F 60 ML.	[COSMO]
NEOSALIC	[COSMO]
NEPATRET DROP	[DERMACOR]
NERILIFT-NT	[COSMO]
NERV01 NERVILIFT-NT	[COSMO]
NERVLIFT - P SR	[COSMO]
NEV50 NEVLON	[COSMO]
NEVASOFT CLEANSING	[PHARMA]
NEVION CALOE LOTION	[PEDIA]
NEVL02 NEVLON	[COSMO]
NEVL04 NEVLON	[COSMO]
NEVL06 NEVLON CALOE LOTION{60GM}	[COSMO]
NEVL10 NEVLON ACNE SYNDER BAR	[PEDIA]
NEVL13 NEVLON INTENSE	[COSMO]
NEVLON	[COSMO]
NEVLON 100GM	[COSMO]
NEVLON 100GM CREAM.	[DERMA]
NEVLON 100ML	[DERMA]
NEVLON 100ML LOTION.	[DERMA]
NEVLON 50GM	[COSMO]
NEVLON 50GM CREAM.	[DERMA]
NEVLON ACNE SYNDET	[COSMO]
NEVLON ACNE SYNDET BAR 1*1 PIC	[PHARMA]
NEVLON ACNE SYNDET BAR 75 GM.	[COSMO]
NEVLON ACNE SYNDET BAR-75	[PHARMA]
NEVLON ACNE SYNDET BAR-75GM	[PHARMA]
NEVLON ACNE SYNDICATE S	[DERMA]
NEVLON ACNE SYNID 1*75GM	[PHARMA]
NEVLON AD	[COSMO]
NEVLON AD LOTION MOISTURIZIN1G50ML	[DERMA]
NEVLON ANTI SOFT	[COSMO]
NEVLON ANTI-ITCH SOFT CREA1MX 110000GGMM	[PHARMA]
NEVLON BABY	[COSMO]
NEVLON CALOE 60ML LOTION.	[DERMA]
NEVLON CALOE LOTI	[DERMA]
NEVLON CALOE LOTIO	[COSMO]
NEVLON CALOE LOTION (18%)	[DERMA]
NEVLON CALOE LOTION 100	[DERMA]
NEVLON CALOE LOTION 100ML(18%)	[COSMO]
NEVLON CALOE LOTION 60 60 NL	[DERMA]
NEVLON CALOE LOTION 60M	[DERMA]
NEVLON CALOE LOTION-100 ML (18 %)	[DERMA]
NEVLON CALOE.60ML	[DERMA]
NEVLON CR.50GM. 50 GM.	[COSMO]
NEVLON CREAM (100	[PHARMA]
NEVLON CREAM (12%) 50GM	[DERMA]
NEVLON CREAM (50G	[PHARMA]
NEVLON CREAM 1*50GM	[DERMA]
NEVLON CREAM 100	[DERMA]
NEVLON CREAM 100MG	[DERMA]
NEVLON CREAM 12% 1*50G	[COSMO]
NEVLON CREAM 18% GST 1*50GM	[DERMA]
NEVLON CREM	[DERMA]
NEVLON INT MOIS	[COSMO]
NEVLON INT MOIS LOTION (150M15L0)	[COSMO]
NEVLON INT MOIS LOTION (300M30L0)ML	[COSMO]
NEVLON INT MOISTIRI	[PHARMA]
NEVLON INTAGE CREAM 1 PIS	[DERMA]
NEVLON INTENCE	[DERMA]
NEVLON INTENCE LOTION 11. 2.	[DERMA]
NEVLON INTENCE MOISTURIZING LOTION10.	[DERMA]
NEVLON INTENSE LOT. 150 ML.	[COSMO]
NEVLON INTENSE LOTI	[COSMO]
NEVLON INTENSE MOIS LTN	[DERMA]
NEVLON INTENSE MOIST	[COSMO]
NEVLON INTENSE MOISTURIZIN1GX 1L5O0TMIOLN	[DERMA]
NEVLON INTENSE MOISTURIZING LO	[DERMA]
NEVLON INTENSE NEVLON INTENSE	[DERMA]
NEVLON LOTION 50GM 1*50GM	[DERMA]
NEVLON LOTTI.200 ML	[DERMA]
NEVLON MAX CREAM(1	[PHARMA]
NEVLON MAX LOT. 150 GM.	[COSMO]
NEVLON MO. CREAM SOAP	[DERMA]
NEVLON MOIS CREAM	[DERMA]
NEVLON MOIS CREAM S	[PHARMA]
NEVLON MOIS.CREAM	[COSMO]
NEVLON MOIST SOAP	[DERMA]
NEVLON MOIST SOAP (75GM)	[DERMA]
NEVLON MOIST SOAP 75 GM.	[COSMO]
NEVLON MOISTU CREAM	[DERMA]
NEVLON MOISTU. BAB 1*75GM	[DERMA]
NEVLON MOISTURISING BABY SOAP-75GM	[DERMA]
NEVLON MOISTURIZING CREAM	[DERMA]
NEVLON MOISTURIZING CREAM S	[DERMA]
NEVLON MOISTURIZING CREAM SOAP	[DERMA]
NEVLON MOS.CREAM SOAP	[DERMA]
NEVLON MOSI.BABY SOAP	[DERMA]
NEVLON SHOP	[DERMA]
NEVLON SOAP	[DERMA]
NEVLON SOAP (75GM)	[DERMA]
NEVLON SOAP 1*75G	[COSMO]
NEVLON SOAP 1*75GM	[DERMA]
NEVLON SOAP.	[DERMA]
NEVLON SOAP. 1 P/S.	[COSMO]
NEVLON XL	[COSMO]
NEVLON XL 250ML	[DERMA]
NEVLON XL LOTTION.100 ML	[DERMA]
NEVLON-AD	[DERMA]
NEVLON-CALOE-60ML LOTION.	[DERMA]
NEVLON-GLO STNDET SOAP	[DERMA]
NEVLON-MAX-150GM	[DERMA]
NEVLON-SOAP	[DERMA]
NEVM01 NEVMIST HA EYE	[COSMOCOR]
NEVM02 NEVMIST LUBRICANT EYE	[COSMOCOR]
NEVMIS MAX LUBRICANT EYE D1R0OMPLS	[COSMO]
NEVMIST DROPS	[DERMACOR]
NEVMIST LUBRICANT EYE DRO1P0SM 1L0ML	[COSMO]
NEVMIST MAX EYE	[COSMO]
NEVS02 NEVSOFT CLEANSING LOTION{GST12%}125ML	[PEDIA]
NEVSOFT	[PHARMA]
NEVSOFT  CLEANSING LOTION (12%)	[PHARMA]
NEVSOFT CLEANSING LOTION (12%)	[PHARMA]
NEVSOFT CLEANSING LOTION 112X51M25LML	[PHARMA]
NEVSOFT CLEANSING LOTION(118X%1)25ML	[COSMO]
NEVSOFT CLEANSING LOTION(18%)	[COSMO]
NEVSOFT LOTTION	[PHARMA]
NEVSOFT SOAP. 75 GM.	[COSMO]
NEVSOFT-125ML LOTION..	[PHARMA]
NEXDERMA SKIN BRIGHTENNING	[DERMA]
NIO30 NIOSOL	[COSMOCOR]
NIOC01 NIOCLEAN-AD GEL	[COSMOCOR]
NIOCLEAN -AD CREAM-15GM	[COSMOCOR]
NIOCLEAN AD CREAM.	[COSMOCOR]
NIOCLEAN GEL 3. 3.	[COSMOCOR]
NIOCLEAN GEL OINT-20GM	[COSMOCOR]
NIOCLEAN GEL-9647	[COSMOCOR]
NIOCLEAN-AD CREAM	[COSMOCOR]
NIOCLEN -AD	[COSMOCOR]
NIOCLEN GEL	[COSMOCOR]
NIOF21 NIOFINE	[COSMOCOR]
NIOF22 NIOFINE DUSTING POWDER 50GMGM	[COSMOCOR]
NIOF23 NIOFINE FORTE	[COSMOCOR]
NIOFINE	[COSMO]
NIOFINE DUSTING POWD 1*50GM	[COSMOCOR]
NIOFINE POWDER 1 PACK	[COSMOCOR]
NIOFINE POWDER 1PIC	[COSMO]
NIOG01 NIOGLOW FOAMING FACE WASH	[COSMOCOR]
NIOGENTA F CREAM 1*10GM	[COSMOCOR]
NIOGENTA-F CREAM 1*10GM	[COSMOCOR]
NIOGLOW	[COSMO]
NIOGLOW FA WA	[COSMO]
NIOGLOW FOAMING F/W 18%	[DERMACOR]
NIOGLOW FOAMING FACE WASH(18%)	[COSMO]
NIOGLOW FOAMING FACE WASH1(X1680%M)L	[COSMO]
NIOGLOW FORMINF F W	[DERMACOR]
NIOS02 NIOSOL-F	[COSMOCOR]
NIOS03 NIOSALIC	[COSMOCOR]
NIOS21 NIOSALIC	[COSMOCOR]
NIOS22 NIOSOL-F	[COSMOCOR]
NIOS23 NIOSALEC-6 LOTION{50ML}	[COSMOCOR]
NIOSALIC	[COSMO]
NIOSALIC -	[COSMO]
NIOSALIC -6	[COSMOCOR]
NIOSALIC 50ML LOTION.	[COSMOCOR]
NIOSALIC 6	[COSMOCOR]
NIOSALIC 6 50ML LOTION	[COSMO Q]
NIOSALIC 6 CREAM 1*20GM	[COSMOCOR]
NIOSALIC 6 OIN	[COSMOCOR]
NIOSALIC 6% 50ML LOTION.	[COSMOCOR]
NIOSALIC LOTION 1 VIALS	[COSMOCOR]
NIOSALIC OINTMENT 2	[COSMOCOR]
NIOSALIC-	[COSMOCOR]
NIOSALIC-50ML	[COSMOCOR]
NIOSALIC-6	[COSMO]
NIOSALIC-6 1*20G	[COSMO]
NIOSALIC-6%	[COSMOCOR]
NIOSALIC-6-50ML	[COSMOCOR]
NIOSALIC-NF CREAM	[COSMOCOR]
NIOSOL 0INTMENT	[COSMOCOR]
NIOSOL 30GM OINT.	[COSMOCOR]
NIOSOL F 2OGM CREAM	[COSMOCOR]
NIOSOL OINT 10*30	[COSMO]
NIOSOL OINT-9654	[COSMOCOR]
NIOSOL-F 10GM	[COSMOCOR]
NIOSOL-F CR. 10 GM.	[COSMO]
NIOSOL-F CREAM 1.	[COSMOCOR]
NIOSOL-F* CREAM-10GM	[COSMOCOR]
NIOSOL-G CREAM	[DERMA]
NIPSAFE	[COSMO]
NIPSAFE CREAM 1UNIT	[PEDIA]
NORMYO	[COSMO]
NS-6 OINT.	[COSMO]
OFAC01 OFACITIX	[COSMOCOR]
OFACITIX	[COSMO]
OFACITIX 5MG	[COSMOCOR]
OFAXITEX	[COSMOCOR]
OMITRAZ SB	[DERMA]
ONIT03 ONITRAZ CAP{1X10}	[COSMO]
ONIT04 ONITRAZ FORTE 1*10 STRIP 1*10STRIP	[DERMA]
ONIT04 ONITRAZ FORTE{1X10}	[COSMO]
ONITRAZ	[COSMO]
ONITRAZ 100 MGCAP(1*	[PHARMA]
ONITRAZ 100 TAB (30 TAB)	[DERMA]
ONITRAZ 10CAP	[DERMA]
ONITRAZ C	[COSMO]
ONITRAZ C DPCO	[COSMO]
ONITRAZ CAP (10PACK)	[DERMA]
ONITRAZ CAP(10)	[DERMA]
ONITRAZ CAP-10*S	[DERMA]
ONITRAZ CAP.	[DERMA]
ONITRAZ CAP. 10 CAP.	[COSMO]
ONITRAZ CAPS	[DERMA]
ONITRAZ CAPSULES	[COSMO Q]
ONITRAZ FORET	[DERMA]
ONITRAZ FORT	[DERMA]
ONITRAZ FORT 10C	[COSMO]
ONITRAZ FORT TABLET	[DERMA]
ONITRAZ FORTE	[COSMO]
ONITRAZ FORTE (10 TA 1*10TAB	[COSMO]
ONITRAZ FORTE 1*4	[DERMA]
ONITRAZ FORTE 10 CAP.	[DERMA]
ONITRAZ FORTE 200MG	[DERMA]
ONITRAZ FORTE CAP (10PACK)	[DERMA]
ONITRAZ FORTE CAP (1X10)	[COSMO]
ONITRAZ FORTE CAP(10)	[DERMA]
ONITRAZ FORTE CAP-10`S	[DERMA]
ONITRAZ FORTE CAPS	[DERMA]
ONITRAZ FORTE CAPSULES	[COSMO Q]
ONITRAZ FORTE TAB -10 CAPS	[DERMA]
ONITRAZ FORTE(10) 1*10	[DERMA]
ONITRAZ FORTE(200) C	[COSMO]
ONITRAZ FORTE. 10 TAB.	[COSMO]
ONITRAZ FORTH	[DERMA]
ONITRAZ SB	[COSMO]
ONITRAZ SB 130 CAPSULE	[DERMA]
ONITRAZ SB 200MG	[DERMA]
ONITRAZ SB 50 CAP 1*10 CP	[DERMA]
ONITRAZ SB FORT	[COSMO]
ONITRAZ SB FORTE	[COSMO]
ONITRAZ SB FORTE CAP 1*10 CP	[DERMA]
ONITRAZ SB FORTE. 10 CAP.	[COSMO]
ONITRAZ TAB (10'S)	[DERMA]
ONITRAZ-FORTE	[COSMO]
ONITRAZ-SB	[COSMO]
ONITRAZ-SB CAP-10`S	[DERMA]
ONITRAZ-SB FORTE CAPS 10CAPS	[COSMO]
OPTIVEW ULTRA	[DERMACOR]
OPTIVIEW EYE	[DERMA]
OPTIVIEW EYE DROP-10ML	[DERMACOR]
OPTIVIEW EYE DROPS	[COSMO]
OPTIVIEW HA	[DERMACOR]
OPTIVIEW HA EYE	[DERMA]
OPTIVIEW HA EYE DROP	[DERMACOR]
OPTIVIEW HA EYE DROPS	[COSMO]
OPTIVIEW HA EYE DROSP	[DERMACOR]
OPTIVIEW LUB EYE DROPS	[DERMACOR]
OPTIVIEW LUBRI.EYE D 1*10ML.	[COSMO]
OPTIVIEW LUBRICANT	[DERMACOR]
OPTIVIEW LUBRICANT E	[COSMO]
OPTIVIEW LUBRICANT EYE	[COSMO]
OPTIVIEW LUBRICANT EYE DROP-10ML	[DERMACOR]
OPTIVIEW LUBRICANT EYE DROPS	[DERMACOR]
OPTIVIEW-HA EYE	[COSMO]
OPTIVIEW-HA EYE DROP	[DERMACOR]
OPTIVIEW-HA EYE DROPS	[DERMACOR]
ORDER AMOUNT	[COSMO]
OXID01 OXIDOX	[PEDIA]
OXIDOX	[COSMO]
OXIDOX 30'CAP	[PHARMA]
OXIDOX 30CAPS	[COSMO]
OXIDOX CAP.(10 CAP.) 10 CAP.	[COSMO]
OXIDOX SOFT GEL	[COSMO]
Opening Rs: 116003.65	[COSMO Q]
Opening Rs: 161481.78	[PHARMA]
Opening Rs: 213472.95	[DERMACOR]
Opening Rs: 231844.91	[DERMA]
POUCHES SOFIKID DROPS	[PEDIA]
PRIL ODERM GEL	[COSMO]
PRILODERM 10GM GEL	[COSMO]
PRILODERM 30GM GEL	[COSMO]
PRILODERM 30GM GEL.	[COSMO Q]
PURCHASE AMOUNT	[COSMO]
Powered By: PROMPT +91-281-2230181	[PHARMA]
RAZUUR CAPS	[COSMO]
RAZUUR CAPSULES 1*	[PHARMA]
RAZZUR DSR	[PHARMA]
RES10 RESOTEN-10	[COSMOCOR]
RES20 RESOTEN-20	[COSMOCOR]
RESOTEN	[COSMO]
RESOTEN 10MG TAB (1X10)	[COSMO]
RESOTEN 20 CAPS	[COSMOCOR]
RESOTEN 20MG TAB (1X10)	[COSMO]
RESOTEN-10 CAP. 10*10 TA	[COSMO]
RESOTEN-20 CAPS	[COSMOCOR]
RMACEUTICAL	[DERMACOR]
RMACEUTICALS(MAIN)	[COSMO]
SACC02 SACCTIK PLUS {10 BOT} 10BOT	[PEDIA]
SACCITIK SUCHETS	[PEDIA]
SACCTIK	[COSMO]
SACCTIK GG	[COSMO]
SACCTIK PLUS ** 1 PACK	[PEDIA]
SACCTIK PLUS 1*1 PIC	[PEDIA]
SACCTIK PLUS 10 MINI 10 MINI	[COSMO]
SACCTIK PLUS SOL.10'S	[PEDIA]
SACCTIK PLUS SUSPENSI ON	[PEDIA]
SACCTIK PLUS SUSPENSION.	[PEDIA]
SACCTIK PLUS-5ML KLM	[PEDIA]
SACCTIK-GG	[COSMO]
SALE AMOUNT	[COSMO]
SCAR01 SCARCOTE GEL	[COSMO]
SCARCOTE 15GM GEL.	[COSMO Q]
SCARCOTE-15GM GEL	[COSMO Q]
SEBO03 SEBOZIT GEL	[DERMACOR]
SEBOZIT 2% GEL	[DERMACOR]
SEBOZIT 30GM GEL.	[DERMACOR]
SEBOZIT-30GM GEL	[DERMACOR]
SEFODOXIM 50 SYP	[PEDIA]
SHREE NATH ENTERPRISE	[COSMO]
SOFI KID GUMMY JAR	[PEDIA]
SOFI04 SOFIDEW LOTION	[PEDIA]
SOFI05 SOFIDEW BABY SAMPOO 100 MLML	[PEDIA]
SOFI06 SOFIDEW BABY MOISTURIZING LOTION 100 MLML	[PEDIA]
SOFI09 SOFIDOXIM DS	[PEDIA]
SOFI12 SOFIDEW CREAM	[PEDIA]
SOFI14 SOFIKID DROPS WITH DHA	[PEDIA]
SOFI15 SOFIDEW RESYL	[PEDIA]
SOFI17 SOFIKID ZN	[PEDIA]
SOFIBAR	[COSMO]
SOFIBAR BABY	[PEDIA]
SOFIBAR SOAP 75GX1	[COSMO]
SOFIBAR SYNDET 75GM BAR.	[PEDIA]
SOFIDEW	[COSMO]
SOFIDEW 100GM	[COSMO]
SOFIDEW 100ML	[COSMO]
SOFIDEW 100ML LOTION 50. 4.	[PEDIA]
SOFIDEW B MOIST.	[PEDIA]
SOFIDEW BABY	[COSMO]
SOFIDEW BABY 100GM CREAM.	[PEDIA]
SOFIDEW BABY CREAM	[PEDIA]
SOFIDEW BABY CREAM 100GM. 100 GM.	[COSMO]
SOFIDEW BABY CREAM. 50 GM.	[COSMO]
SOFIDEW BABY LOT.200 ML. 200 ML.	[COSMO]
SOFIDEW BABY LOTION	[PEDIA]
SOFIDEW BABY LOTION 100ML1X100ML	[PEDIA]
SOFIDEW BABY LOTION.	[PEDIA]
SOFIDEW BABY LOTION. 100 ML.	[COSMO]
SOFIDEW BABY MASSAG1E OIL	[PEDIA]
SOFIDEW BABY MASSAG1E0 O0MILL	[PEDIA]
SOFIDEW BABY MASSAGE 1O6IL 10203M38L.24	[PEDIA]
SOFIDEW BABY MASSAGE OIL 1001M00LML	[PEDIA]
SOFIDEW BABY MASSAGE1 O0I0LML	[PEDIA]
SOFIDEW BABY MO LOTION	[PEDIA]
SOFIDEW BABY MO LOTION 1*100ML	[PEDIA]
SOFIDEW BABY MOISTU LOTIONE100ML	[COSMO]
SOFIDEW BABY MOISTUR1IZING	[PEDIA]
SOFIDEW BABY MOISTURIZING CRE5A0MG.	[PEDIA]
SOFIDEW BABY MOISTURIZING1 CXR1E00AGMM	[PEDIA]
SOFIDEW BABY MOISTURIZING1 LXO1T0I0OMNL	[PEDIA]
SOFIDEW BABY MOS.CREAM 50GM	[PEDIA]
SOFIDEW BABY POWDER1	[PEDIA]
SOFIDEW BABY SHAMP 1*100ML	[PEDIA]
SOFIDEW BABY SHAMPOO	[COSMO]
SOFIDEW BABY SHAMPOO DIRECT	[COSMO]
SOFIDEW BABY SHAMPOO.	[PEDIA]
SOFIDEW BABY SHAMPOO. 100 ML.	[COSMO]
SOFIDEW BABY SHAMPOO75ML	[PEDIA]
SOFIDEW BABY SOAP 75 GM.	[COSMO]
SOFIDEW BAY MOS.LOTT.200ML	[PEDIA]
SOFIDEW CALOE LOTION1	[PEDIA]
SOFIDEW GUMMY POUCHES	[PEDIA]
SOFIDEW MOIS	[PEDIA]
SOFIDEW POWDER 1UNIT	[PEDIA]
SOFIDEW RESYL 50ML LOTION.	[PEDIA]
SOFIDEW RESYL LOTION1	[PEDIA]
SOFIDEW SHAMPOO 22.	[PEDIA]
SOFIDEW TEAR FREE 100M	[PEDIA]
SOFIDEW-BABY-100GM	[PEDIA]
SOFIDEW-BABY-100ML	[PEDIA]
SOFIDEW-BABY-SHAMPOO	[PEDIA]
SOFIDOX	[PHARMA]
SOFIDOXIM	[COSMO]
SOFIDOXIN DS	[COSMO]
SOFIKENZ	[COSMO]
SOFIKID 200ML SYRUP.	[PEDIA]
SOFIKID 30ML DROPS.	[PEDIA]
SOFIKID DROP 18 %	[PEDIA]
SOFIKID GMUMMY	[PEDIA]
SOFIKID GUMMIES. 30 PICC	[COSMO]
SOFIKID GUMMY 10TAB POUCH	[PEDIA]
SOFIKID GUMMY TIN	[PEDIA]
SOFIKID ZN 100ML SYRUP	[COSMO]
SOFIKID ZN 100ML SYRUP.	[PEDIA]
SOFIKID ZN 15ML DROPS.	[PEDIA]
SOFIKID ZN DROPS 20.	[PEDIA]
SOFIKID ZN SHAHI 15	[PEDIA]
SOFIKID ZN SHAHI GULAB FLV DROPS	[COSMO]
SOFIKIND GUMMY POCHES	[PEDIA]
SOFIKIND SYRUP	[PEDIA]
SOFIKIND ZN DROP 15M	[COSMO]
SOFIKIND ZN DROPS	[PEDIA]
SOFIRASH 25GM	[PEDIA]
SOFIRASH 30GM	[COSMO]
SOFIRASH 30GM CREAM.	[PEDIA]
SOFIRASH CREAM 25GM	[PEDIA]
SOFIRASH CREAM.50GM	[PEDIA]
SOFIRASH NAPPY RASH	[PEDIA]
SPAS01 SPASTRET SUSPENSION	[PEDIA]
SPASTERT SUSPENSION	[PEDIA]
SPASTRET SUSPENSION1	[PEDIA]
SPASTRET-60ML SYP KLM	[PEDIA]
STRAWBERRY SYRUP MUPISOFT OINT	[PEDIA]
STRI01 STRIANIL GELGREAM	[PEDIA]
STRIANIL ANTI CREAM 1*50GM	[PHARMA]
STUDART	[COSMO]
SUD10 SUDIF	[COSMO]
SUDI01 SUDIF CREAM	[DERMA]
SUDIF 1*10GM	[COSMO]
SUDIF 10 GM	[COSMO]
SUDIF 10GM DPCO 1*10GM	[COSMO]
SUDIF 5 GM 1*10 TB	[DERMA]
SUDIF CR.10GM. 10 GM.	[COSMO]
SUDIF CREAM (5GM)	[DERMA]
SUDIF CREAM 20GM 1PC	[DERMA]
SUDIF CREAM 5 GM	[DERMA]
SUDIF CREAM 5 GM 1*5GM	[DERMA]
SUDIF-10GM	[DERMA]
SUSPENSION 60ML STRIANIL GEL	[PEDIA]
Sales Rs: 110950.01	[DERMA]
Sales Rs: 122423.78	[PHARMA]
Sales Rs: 76721.52	[DERMACOR]
Sales Rs: 77293.07	[COSMO Q]
TABLET EPISERT CREAM	[COSMOCOR]
TABLET KLM D3 NANO	[PEDIA]
TABLETS 5 MELBOOST	[COSMOCOR]
TECUM 0.01% OINT 1*10GM	[COSMO]
TECUM 0.03% 20GM 1*20GM	[DERMACOR]
TECUM 0.03% CREAM. 10 GM.	[COSMO]
TECUM 0.1% OINTMENT(20GM)	[COSMO]
TECUM 0.1% SOLUTION	[DERMACOR]
TECUM 0.3% OI	[DERMACOR]
TECUM LOTION 1%	[DERMACOR]
TECUM-0.1% 10GM	[DERMACOR]
TIMVIEW B DROPS	[DERMACOR]
TODD01 TODDRUB OINTMENT 40 GMGM	[PEDIA]
TODDRUB	[COSMO]
TODORUB OINTMENT	[PEDIA]
TODRUB OINT 1*40GM	[PEDIA]
TODRUB OINTMENT 1*40GM	[COSMO]
TRUN01 TRUNEX MS GEL	[COSMOCOR]
TRUN01 TRUNEX-MS GEL	[COSMOCOR]
TRUNEX 0.025% GEL 30 30 GM.	[COSMO]
TRUNEX 0.05% GEL 30 G 30 GM.	[COSMO]
TRUNEX 0.25 30GM GEL.	[COSMOCOR]
TRUNEX 0.5 30GM GEL	[COSMOCOR]
TRUNEX MS GEL 0.04 %	[COSMOCOR]
TRUNEX MS GEL 0.04%	[COSMOCOR]
TYROLITE 15GM CREAM.	[COSMOCOR]
TYROLITE CREAM (18%)	[COSMOCOR]
TYROLITE CREAM 1*100G	[COSMOCOR]
TYROLITE CREAM-10GM	[COSMOCOR]
TYROLITE CREAM.10 GM	[COSMOCOR]
TYROLITE-15gm	[COSMOCOR]
VILOR-F 100 120MDI	[COSMO]
VILOR-F 50 120MDI	[COSMO]
