# Unmatched product spellings (no master product >= score 0.9)
# Candidates for manual seeding into product_master.json.
# 4771 spellings.

***EBERFINE	[COSMO]
***EKRAN-30 SILICON GEL	[COSMO]
***NEVLON MOISTURISING BABY	[COSMO]
***OXIDOX 130MG	[PHARMA]
**CETALORE 5MG	[PHARMA]
**EKRAN SOFT SILI GEL 50SP	[COSMO]
40 XYET0002 XYETER 250 (10 TAB)	[COSMO]
41 SOFIDOXIM DS SYP 1003M0 GML	[PEDIA]
41 XYET0001 XYETER	[COSMO]
42 SOFIDOXIM DS SYP 50M30GML	[PEDIA]
42 ZYCO0001 ZYCOZOL CRE (30 GM)	[COSMO]
43 ZYCO0002 ZYCOZOL XL CRE (50 GM)	[COSMO]
44 SOFIKID 10 GUMMY PO1U0 CPHOEUSCHE	[PEDIA]
45 SOFIKID DROPS	[PEDIA]
46 SOFIKID GUMMY POUC3H0 EGSUMMY	[PEDIA]
47 SOFIKID SYP	[PEDIA]
48 SOFIKID ZN DROP 15M1L5ML	[PEDIA]
49 SOFIKID ZN SYRUP	[PEDIA]
5 10098 EBERFINE CREAM	[PHARMA]
5 3837 MFSONE CREAM	[DERMA]
5 3870 EKRAN	[COSMO]
5 COSM0006 COSMOQ CONDITIONER (150 GM)	[COSMO Q]
5 COSMOQ AC SUNSCREEN GEL	[COSMO]
5 COSMOQ M	[COSMO Q]
5 DESOSOFT	[PEDIA]
5 EBERFINE-M	[COSMO]
5 EKRAN-MS GEL	[COSMO]
5 GLUTADERM	[COSMO]
5 KLCE0001 KLCEPO 200MG 1*10TAB	[COSMOCOR]
5 KLM KLIN AHA FACE WASH	[DERMACOR]
5 MELBOOST	[COSMOCOR]
5 MFSONE	[COSMO]
5 MUPISOFT	[COSMO]
5 NEVLON	[DERMA]
5 NEVLON AD	[COSMO]
5 PKK003EKRAN SOFT SILICONE SUN GEL
5 SOFIDEW	[PEDIA]
50 SOFIRASH NAPPY RASH5 0CGRMEAM	[PEDIA]
51 SOFIRASH NAPPY RASH3 0C RGEMAM	[PEDIA]
52 SPASTRET	[PEDIA]
53 STRIANIL CREAM 50GM50	[PEDIA]
55 TRIPTOFER	[PEDIA]
56 TRIPTOFER TAB 10 T	[PEDIA]
57 XEPIBACT CREAM 5GM5	[PEDIA]
58 Z KLCLAV DS	[PEDIA]
5S PHARMA DISTRI. PVT.LTD.
5T0OGDMDRUB OINT 12%	[PEDIA]
6 3868 MFSUDIF	[DERMA]
6 COSM0002 COSMOQ FACEWASH GEL (100 GM)	[COSMO Q]
6 COSMOQ BRIGHTNING SERUM	[COSMO]
6 COSMOQ OC M GEL	[COSMO Q]
6 EBER0002 EBERFINE XL CREAM	[PHARMA]
6 EKRA0002 EKRAN MS GEL (50 GM)	[COSMO]
6 ESSFOL TAB 10 T	[PEDIA]
6 EXTEND TOTAL	[COSMO]
6 FENT0001 FENTISPOR	[PEDIA]
6 HERPIVAL-1000	[COSMO]
6 IMXIA	[COSMO]
6 KENZ	[COSMO]
6 KLM KLIN FACE WASH	[DERMACOR]
6 MELB0001 MELBOOST	[COSMOCOR]
6 MFSUDIF	[COSMO]
6 MUPISOFT	[PEDIA]
6 NEVLON GLO	[DERMA]
6 PKK005EKRAN-30-SILICON SUNCREEM
6 SACCTIK PLUS MINI BOTTLE BOTTEL	[COSMO]
6 SOFIDEW BABY	[PEDIA]
7 14845 EBERFINE-M	[PHARMA]
7 20255 MELBOOST NXT TAB (10 TAB)	[COSMOCOR]
7 9641 EKRAN SOFT SILICONE SUNS GEL	[COSMO]
7 COSM0003 COSMOQ MOISTURIZING CREAM (50 GM)	[COSMO Q]
7 COSMOQ FACEWASAH GEL N	[COSMO]
7 COSMOQ S BRIGHT SERUM	[COSMO Q]
7 EVAKLIN MEDICATED W10A0S HM 1L00ML	[PEDIA]
7 HICOSYN	[PHARMA]
7 HIST0006 HISTABIL M (10 TAB)	[PEDIA]
7 KENZ DUSTING POWDER	[COSMO]
7 KLMC-20 SERUM	[DERMACOR]
7 MELBOOST NXT	[COSMOCOR]
7 NADITRET	[COSMO]
7 NEVL0006 NEVLON AD LOTION (150ML)	[DERMA]
7 NEVLON INTENSE MOIST	[DERMA]
7 NIOCLEAN-AD GEL	[COSMO]
7 PKK009EKRAN-LOTION
7 SOFIDEW BABY MOIST	[PEDIA]
8 5654 NEVLON CALOE LOTION	[DERMA]
8 COSM0001 COSMOQ OC MOISTTURIZING GEL (60 GM)	[COSMO Q]
8 COSMOQ MOISTURIZING	[COSMO]
8 COSMOQ SHAMPOO	[COSMO Q]
8 EKRA0003 EKRAN-30 SILICON GEL	[COSMO]
8 EXTE0002 EXTEND TOTAL (15 TAB)	[PHARMA]
8 EXTEND D3	[PEDIA]
8 HISTABIL	[COSMO]
8 IMXIA	[COSMO]
8 IMXIA PLUS	[PHARMA]
8 LULIZOL	[DERMACOR]
8 MELB0003 MELBOOST SOLUTION	[COSMOCOR]
8 NEVLON	[DERMA]
8 NEVLON ACNE SYDENT BAR	[COSMO]
8 NIOCLEAN GEL	[COSMOCOR]
8 NIOGENTA-F	[COSMO]
8 SOFIDEW BABY MASSAGE OIL	[COSMO]
8 SOFIDEW BABY SHAMPOO	[PEDIA]
9 14965 KLCLAV DS	[PEDIA]
9 5653 NEVLON CALOE LOTION	[DERMA]
9 8787 EKRAN-30 SILICON GEL	[COSMO]
9 COSMOQ OC MOISTURIZ GEL	[COSMO]
9 COSMOQ U EYE SERUM	[COSMO Q]
9 IMXIA PLUS SHAMPOO	[COSMO]
9 KENZ SAL	[COSMO]
9 KLCLAV	[PHARMA]
9 LULIZOL	[DERMACOR]
9 MELB0002 MELBOOST SOLUTION	[COSMOCOR]
9 NEVLON	[DERMA]
9 NEVLON CALOE	[COSMO]
9 NIOCLEAN-AD GEL	[COSMOCOR]
9 NIOSALIC	[COSMO]
9 PKK025HERPIVAL-TAB
9 SOFIDEW BABY MOIS.	[COSMO]
9 SOFIDEW CALOE	[PEDIA]
9 SOFIKIND ZN DROP	[PEDIA]
A B PHARMA
A N MEDICAL AND SURGICALS
A P ENTERPRISES
A R PHARMA
A S MEDICAL AGENCIES
A TO Z MEDICAL AGENCIES
A.B. DISTRIBUTORS
A.G. DRUG AGENCY
A.J.ASSOCIATES
A.K. MEDICAL AGENCIES
A.K. PHARMA
A.S DISTRIBUTOR
A.S. MEDICAL AGENCY
AAGAM PHARMAKON
AAI PHARMA
AAKASH DISTRIBUTORS
AARAV MEDICARE
AASHI PHARMA
AASTHA DISTRIBUTORS
ABC PHARMA
ABHAY ENTERPRISE
ABHINANDAN ENTERPRISES
ABHINAV ENTERPRISES
ABHIRAM MEDICAL AGENCIES
ABHISHEK BHOSALE
ABLLY  ENTERPRISES
ACTIVE PHARMA
ADAPT HEALTHCARE
ADARSH PHARMA BELGAM
ADARSH SALES
ADHINANDIN AGENCIES
ADITYA MEDICAL AGENCY
ADITYA MEDICOSE
ADITYA PHARMA
AGARTALA PHARMA  LLP (MEDILINK)
AGARWAL & COM.
AGARWAL DRUG DISTRIBUTORS PRIVATE LIMITED
AGARWAL DRUG HOUSE
AGARWAL MEDICINES
AGARWAL PHARMA
AGENCY PRINCE
AGGARWAL MEDIWAYS
AGRASHEN PHARMA
AGRAWAL & AGRAWAL
AGRAWAL MEDICAL AGENCY
AHUJA MEDICAL AGENCY (KATNI)
AHUJA MEDICOSE
AHUJA WHOLESALE CHEMIST
AJAY MEDICAL AGENCY
AJAY PHARMA
AKASH ENTERPRISES
AKASH MEDICOSE
AKMD DERMACARE AND AESTHETICS ( DR. PARUL GARG))
AKNA MEDICAL PRIVATE LIMITED
AKSHAR MEDICINE
AKSHITA PHARMA
AKUL KUMAR BERA
ALANKRITHA AGENCIES
ALBINO LIFESCIENCES PRAVATE LIMITED.
ALL CARE MEDICINES
ALOK AGENCIES
AMAN MEDICAL AGENCIES
AMAR MEDICAL
AMARNATH PHARMA
AMBAR DISTRIBUTORS
AMBER ENTERPRISES
AMBICA PHARMA
AMBIKA MEDICAL AGENCIES
AMETOMBI SALES AGENCIES
AMI DERMATOLOGY & WELLNESS PVT LTD
AMIT AGENCIES & AMIT ASSOCIATES
AMIT MEDICOS
AMIT MEDICOSE
AMIT PHARMA
AMOCLAFIC	[COSMOCOR]
AMOCLAFIX 625 10`S
AMOCLAFIX 625MG	[COSMO]
AMRIT PHARAMACEUTICALS
AMRITA TRADING & COMPANY
AMRITLAL AND BROTHERS
AMRUTHA AGENCIES
AMTRAX (INDIA) LIFE SCIENCES PVT. LTD.
AMTRAX LIFE SCIENCE PVT LTD.
AN M ASSOCIATES
AN.M MEDICAL AGENCIES
ANADI PHARMA
ANAGHA PHARMACEUTICALS
ANAND PHARMA
ANAND PHARMA.
ANANDA PHARMACEUTICALS
ANANDH PHARMACEUTICALS
ANANDHAA MEDICAL AGENCIES
ANANYA DRUG DISTRIBUTOR
ANGEL CHILD CARE PHARMACY ( D)
ANIL PHARMA DISTRIBUTORS
ANJALI PHARMACEUTICALS DISTRI.
ANJANA DISTRIBUTORS
ANJANA DRUG PLAZA
ANMOL MEDICAL STORE
ANNAPURNA ENTERPRISE
ANNAPURNA PHARMA AGENCY PVT.LTD.
ANSHUL  MEDICAL AGENCIES
ANWIKA DISTRIBUTORS
APARNA ENTERPRISES
APPYBUSH	[COSMO]
APPYBUSH 200ML SYRUP.	[PEDIA]
ARATI MEDICAL AGENCY
ARATRIKA AGENCY
ARCHANA ENTERPRISERS
ARCHANA PHARMA
ARCHI DISTRIBUTOR
ARCHI MEDICAL
ARGICYNE	[PEDIA]
ARGICYNE ORAL POWDER
ARGICYNE SECHET 1-
ARHAM DISTRIBUTOR
ARIHANT MARKETING
ARJUN MEDICAL AGENCY
ARK PHARMA
ARKAY MEDICOS PVT. LTD.
AROGYAM MEDICAL
ARORA MEDI WORLD
ARORA MEDICAL
ARUNA ENTERPRISES
ARVIND MEDICAL AGENCY
ARYAN HOSPICARE
ARYAN WELLNESS PVT. LTD.
ASCENT WELLNESS & PHARMA SOLUTIONS
ASHA AGENCIES
ASHA AGENCIES.
ASHAPURA MEDICAL, BHUJ
ASHISH MEDICAL STORES
ASHOK &CO.
ASHOK GNXT PHARMA PVT.LTD.
ASHOKA PHARMA
ASTHA  (Pharmaceutical Distributor)
ATHIRA DRUG HOUSE
ATTASSERIL PHARMA LINK
ATUL ARUN FALAK
AUM PHARMA
AURO PHARMACEUTICALS
AUSHAD PHARMA DISTRI. PVT. LTD.
AVA ENTERPRISE
AVADH MEDICAL AGENCY
AVENUES PHARMA (KENGERI) HQ
AVICOT THOMAS CHERIYAN
AVINASH MEDICAL STORE
AVION HEALTHCARE
AVS PLUS  PHARMA  (KESHAVLAL & CO.)
AYACHI MEDICAL STORES
AYYAPPA ENTERPRISES
Argicyne Sachet 10x6
B B ASSOCIATE
B B ENTERPRISES
B. B. ENTERPRISE
B. K. ENTERPRISES
B.A.S. ENTERPRPISE
B.M. PHARMACEUTICALS
BABA LOKNATH AGENCY
BABA SHIV DRUGS
BADAL ENTERPRISE
BAGWATHI MULTI AGENCIES
BAIDYANATH MEDICAL
BAJAJ CHEMIST
BAJAJ MEDICAL AGENCIES
BALAJEE MEDISALES
BALAJI ENTERPRISES
BALLRI PHARMA DISTR. (BHARATHI MEDI. AGENCY)
BANERJEE DISTRI. PVT.LTD.
BANERJEE ENTERPRISE
BANSAL MEDICAL AGENCIES
BANSAL MEDICAL AGENCIES.
BASANT MEDICAL AGENCY
BASANT PHARMA AGENCY
BASHA MEDICAL AND  FANCY
BASTAR PHARMA ENTERPRISES
BAWA MEDICAL AGENCY
BEENA ENTERPRISERS
BELA DRUG CENTRE
BELLA MEDICALS ( D) DR. BHARTI PATEL
BELMGUARD TX FACE	[COSMO Q]
BENGAL PHARMACEUTICAL
BERA TRADERS
BHAGIRTHA AGENCY
BHAGWATI ENTERPRISE
BHAGYA LAXMI PHARMA
BHAGYODAY AGENCIES
BHARAT MEDICAL AGENCY
BHARAT MEDICAL STORE
BHARAT MEDICALS DISTRI.
BHARATI ENTERPRISE
BHASKARA MEDICAL AGENCIES
BHATI MEDICOSE PALI
BHAVNAGAR	[COSMO]
BHAVYA MEDICAL AGENCIES
BHAWANI PHARMA
BHAWNA GEHLOT
BHOOLA DISTRIBUTERS
BHUBANESWARI ENTERPRISE
BIDYA PHARMA
BILASRAI MEDICOSE
BILL NO.	[COSMO]
BIMAL MEDICAL AGENCY
BIMALA ENTERPRISE
BINAYAK PHARMACEUTICALS
BINODINI MEDICAL AGENCY
BIO DISTRIBUTORS
BIO PHARMA COCHIN
BIOLEND PHARMA TRADERS
BIRBHUM DISTRIBUTOR
BISHAL TRADECONS
BISWAS ENTERPRISE
BIVIC ENTERPRISES
BLEM01 BLEMGUARD FACE SERUM	[COSMO]
BLEM02 BLEMGUARD-TX FACE SERUM	[COSMO]
BLEMGAURD FACE SER
BLEMGAURD FACE SERUM
BLEMGAURD FACE SERUM 30`ML
BLEMGAURD TX FACE
BLEMGAURD TX FACE SERUM
BLEMGAURD TX FACE SERUM 30`ML
BLEMGUARD 30ML FACE SERUM.	[COSMO Q]
BLEMGUARD TX FACE SERU
BLEMGUARD TX FACE SERUM 30M	[COSMO]
BLEMGUARD-TX FACE 30'ML
BLEMGUARD-TX FACE S 1*30ML	[COSMO]
BLUE STAR AGENCIES
BLUMAX DISTRIBUTORS
BMK DRUG DISTRIBUTOR
BOBBY MEDICALS  (NARESH)
BOMBAY MEDICAL AGENCY
BOROLKAR MEDICAL
BRUKLYN ASSOCIATES
BURIMAA MEDICAL AGENCY
Blemgaurd Face Serum
C L PHARMA
C.D. ASSOCIATES
C.D.PHARMA
C.V.R. PHARMA
CANDID
CANR02 CANROLFIN	[COSMO]
CANROLFI N	[DERMA]
CANROLFIN	[COSMO]
CANROLFIN 15GM	[DERMA]
CANROLFIN 30GM	[DERMA]
CANROLFIN 30GM CREAM.	[DERMA]
CANROLFIN CREAM (1	[PHARMA]
CANROLFIN CREAM (B)
CANROLFIN CREAM (S)
CANROLFIN CREAM 0.25 %	[DERMA]
CANROLFIN CREAM 15 G 15 GM.	[COSMO]
CANROLFIN CREAM 3
CANROLFIN CREAM 30 30GM.
CANROLFIN CREEM
CANROLFIN CREM	[COSMO]
CANROLFIN-15GM	[DERMA]
CANROLFIN-30GM	[DERMA]
CANROLFINE CREAM	[COSMO]
CANROLIFIN CREAM
CAPITAL DRUG AGENCY
CAPITAL PHARMA
CAPITAL PHARMA AGENCIES
CEE VEE AGENCIES
CENTRAL AGENCIES
CENTRAL DISTRIBUTORS
CETA02 CETALORE	[PEDIA]
CETA02 CETALORE 10	[PHARMA]
CETA03 CETALORE-10	[PEDIA]
CETA07 CETALORE M SYP{60ML}	[PEDIA]
CETALOR	[PHARMA]
CETALOR 10
CETALOR 10MG	[PHARMA]
CETALOR E	[PHARMA]
CETALOR M
CETALOR M SY	[PEDIA]
CETALOR-10MG	[PHARMA]
CETALOR-M
CETALOR-M SYP	[PEDIA]
CETALORE	[COSMO]
CETALORE -10	[COSMO]
CETALORE 10	[COSMO]
CETALORE 10 10
CETALORE 10 TAB.
CETALORE 10 TABLETS	[PHARMA]
CETALORE 10MG	[PHARMA]
CETALORE 10MG TAB, 10`S
CETALORE 5
CETALORE 5 10
CETALORE 5 MG	[PHARMA]
CETALORE 5MG	[PHARMA]
CETALORE 5MG TAB, 10`S
CETALORE 5MGTAB 1*10TAB	[PHARMA]
CETALORE 5TAB
CETALORE M	[COSMO]
CETALORE M 5/10 TABLET	[PHARMA]
CETALORE M 60ML SUSPENSION
CETALORE M 60ML SUSPENSION.	[PEDIA]
CETALORE M SUSUPENSIO6N0ML	[PEDIA]
CETALORE M SYP	[COSMO]
CETALORE TAB (1X10)	[COSMO]
CETALORE TAB. 10 TAB.	[COSMO]
CETALORE- M
CETALORE- M SYP
CETALORE- M SYP,
CETALORE-10	[COSMO]
CETALORE-10 MG	[PHARMA]
CETALORE-10 TAB 1*10 TB	[PHARMA]
CETALORE-10 TAB.
CETALORE-10 TAB. 10,S
CETALORE-10MG	[PHARMA]
CETALORE-10TAB 10T
CETALORE-5	[PHARMA]
CETALORE-5 MG	[PHARMA]
CETALORE-5 TAB 1*10	[PHARMA]
CETALORE-5 TAB. 10,S
CETALORE-5MG	[COSMO]
CETALORE-M	[COSMO]
CETALORE-M 60ML SUS	[COSMO]
CETALORE-M SYP 30'ML
CETALORE-M SYP.
CETALORE-M TAB 1*10 TB	[PHARMA]
CETALORE-M,
CHAITANYA PHARMA
CHAKRA ENTERPISES
CHAKRAVARTHI A S K
CHAMPAVATI PHARMA LLP (GAJANAN ENT.)
CHANDAN PHARMA BOKARO
CHANDAN PHARMA DHANBAD
CHANDANA MEDICAL & SURGICAL DISTRI.
CHANDI MEDICAL HALL AGENCY
CHANDRASEKHARA PHARMA PVT.LTD.
CHANDRATHIL DRUG HOUSE
CHANDRIKA SHRISHAIL
CHANDU RAVIKIRAN
CHANDUKA AGENCIES PVT. LTD. (KYAL AGENCE)
CHAWLA ENTERPRISES
CHETHANA AGENCIES
CHETHANA HEALTHCARE SOLUTIONS
CHETHANA PHARMA PVT. LTD.
CHINTAN AGENCIES
CHIRAG MEDICARE SOLUTIONS  PVT LTD.
CHIRAG PHARMA AGENCY
CHITRA ENTEPRISES
CHOUDHARY DISTRIBUTORS
CHOUDHARY MEDICAL AGENCIES
CHOUDHURY DRUG DISTRI.
CITY DISTRIBUTORS
CLOSING AMOUNT	[COSMO]
COMBINED MEDICAL AGENCIES
COMNAME TOTAL
COSM03 COSMOQ SHAMPOO	[COSMO Q]
COSMO Q	[COSMO Q]
COSMO Q AC GEL
COSMO Q AC SUN GEL	[COSMO Q]
COSMO Q AC SUNSCREEN GEL 6600GGMM	[COSMO]
COSMO Q BRIGHT SERUM	[COSMO]
COSMO Q BRIGHTENIN	[PHARMA]
COSMO Q EYE CREAM	[COSMO Q]
COSMO Q FACE-WASH GEL	[COSMO Q]
COSMO Q FACEWASH 100 GEL
COSMO Q FACEWASH 100 GEL100GM	[COSMO]
COSMO Q FACEWASH GEL	[COSMO]
COSMO Q FAEWASH GEL
COSMO Q MOISTURIZI	[COSMO Q]
COSMO Q MOISTURIZI 1*50ML	[COSMO]
COSMO Q MOISTURIZING	[COSMO]
COSMO Q MOISTURIZING CREAM GM4.	[COSMO Q]
COSMO Q OC MOIS GEL	[COSMO Q]
COSMO Q OC MOIST.GEL
COSMO Q OC MOISTUR
COSMO Q OC MOISTURIZING
COSMO Q OC MOST. GEL
COSMO Q SEMPOO	[COSMO]
COSMO Q SKIN BRIGHT SERU
COSMO Q SKIN BRIGHT SERUM	[COSMO]
COSMO Q SKIN BRIGHTENING SER30UMML	[COSMO Q]
COSMO Q SKIN BRIGHTENING SERUM	[COSMO Q]
COSMO Q U/EYE SERUM
COSMO Q UNDER EYE	[COSMO Q]
COSMO) Amou	[COSMO]
COSMO-Q AC SUNSCRE 60 GM.	[COSMO]
COSMO-Q BRIGHT SER 30 ML.	[COSMO]
COSMO-Q F/W GEL 100 100 GM.	[COSMO]
COSMO-Q FACE WASH GEL	[COSMO Q]
COSMO-Q MOIST. CR. 5 50 GM.	[COSMO]
COSMO-Q MOISTURIZINC GEL	[COSMO Q]
COSMO-Q OC MOIST.G 60 GM.	[COSMO]
COSMOQ	[COSMO Q]
COSMOQ 150GM CONDITIONER.	[COSMO Q]
COSMOQ AC SERUM
COSMOQ AC SPF 30 PA+++ SUNSCREEN GEL
COSMOQ AC SUN GEL	[COSMO Q]
COSMOQ AC SUN.GEL
COSMOQ AC SUNSCRCREEN GEL6 600GGMM	[COSMO Q]
COSMOQ AC SUNSCRE 1*60GM	[COSMO Q]
COSMOQ AC SUNSCRE 1-60GM	[COSMO]
COSMOQ AC SUNSCREE 60'GM
COSMOQ AC SUNSCREE 60GM.
COSMOQ BRIG SERUM 30ML	[COSMO Q]
COSMOQ BRIGHT SERUM
COSMOQ BRIGHT.SERUM	[COSMO Q]
COSMOQ BRIGHTING FACESERUM
COSMOQ BRIGHTINING
COSMOQ BRITE.SERUM
COSMOQ CONDITIONE 1*50GM	[COSMO Q]
COSMOQ CONDITIONER. 50 GM.	[COSMO]
COSMOQ CREAM	[COSMO Q]
COSMOQ F/W
COSMOQ FACE GEL
COSMOQ FACEWASH GEL 1GM	[COSMO Q]
COSMOQ FASH WASH
COSMOQ FASH WOSH GEL	[COSMO Q]
COSMOQ GEL	[COSMO Q]
COSMOQ MOIS	[COSMO]
COSMOQ MOISTRUIZING
COSMOQ MOISTURIZING CREAM (KLM)
COSMOQ MOISTURIZING CREAM 5500GGMM	[COSMO Q]
COSMOQ MOST.
COSMOQ MOTISTURISZING	[COSMO Q]
COSMOQ OC MOIS GEL	[COSMO]
COSMOQ OC MOIS.GEL
COSMOQ OC MOISTU GEL	[COSMO Q]
COSMOQ OC MOISTUR 1*60GM	[COSMO Q]
COSMOQ OC MOISTURI 1*60GM	[COSMO]
COSMOQ OC MOISTURI 60'GM
COSMOQ OC MOISTURIZING GE6L0	[COSMO]
COSMOQ OC MOISTURIZING GEL GM5.	[COSMO Q]
COSMOQ OC MOIT. GE
COSMOQ OC MOIT. GEL 60GM GEL
COSMOQ OC MOST GEL
COSMOQ OC MOST.GEL
COSMOQ SHAMPOO 1*60GM	[COSMO Q]
COSMOQ SKIN BRIGHT SERU
COSMOQ SKIN BRIGHTIN SERUM
COSMOQ SKIN SERUM
COSMOQ UNDER EYE 15ML SERUM
COSMOQ UNDER EYE 15ML SERUM.	[COSMO Q]
COSMOQ UNDRER EYE
COSMOQ-OC MOIS. CREAM,
COSMOQ-OC MOISTURIZING GE1LX30	[COSMO Q]
COSMOSQ MOIST. CRE 1*50GM	[COSMO Q]
COSMSO Q CONDITIONER
CREAM DESOSOFT	[PEDIA]
CROSSROADS PHARMACY PRIVATE LIMITED
CUREWELL MEDICINES
CUSTOMER NAME/RATAILS NAME/CHEMIST NAME
CUTHIHEAL CREEM
CUTIHEAL 15GM	[PEDIA]
CUTIHEAL 15GM CREA	[COSMO]
CUTIHEAL 15GM CREAM.	[PEDIA]
CUTIHEAL OINT	[PEDIA]
CUTIHEL CREAM	[PEDIA]
CZHH POWDER. 100 GM.	[COSMO]
Canrolfin
Cetalore 10 Tab.
Cetalore 10mg 10;s
Cetalore 5
Cetalore-M
Copyright © 2026 Edx	[DERMA]
Copyright © 2026 PROMPT ERP LIMITED	[COSMO]
Cosmo Q Moist
Cosmo Q Oc Most. Gel
Cosmo Q Serum
Cosmo Q Under Eye
Cosmoq Bright Serum
Cosmoq Fash Wash 100m
D D PHARMA
D R  DISTRIBUTORS PVT LTD
D R PHARMACEAUTICALS
D S PHARMA
D-PLUS LAFE LLP_ (SURESH DISTRI)
D.C. AGENCIES PVT. LTD. (M)
D.C. AGENCIES PVT. LTD. (PATPARGANJ)
D.D. ENTERPRISE
D.S.AGENCIES
DAD CHEMIST
DAHOD PHARMAKON
DAS AGENCY
DATTA ENTERPRISE
DEEP DISTRIBUTORS
DEEP SHREE PHARMACEUTICALS
DEEPA AGENCIES
DEEPALI DRUG DISTRIBUTORS
DEEPRASIS PHARMACEUTICALS
DEKT01 DEKTOP	[COSMOCOR]
DEKT02 DEKTOP	[COSMOCOR]
DEKTOP	[COSMO]
DEKTOP 20GM CREAM.	[DERMACOR]
DEKTOP 50ML	[DERMACOR]
DEKTOP 50ML LOTION.	[DERMACOR]
DEKTOP-20GM	[DERMACOR]
DELTA HEALTH CARE
DELTA PHARMA
DENISH PHARMACEUTICALS
DERMA DISTRIBUTORS
DESAI PHARMA
DESE01 DESOSOFT CREAM	[PEDIA]
DESO01 DESOSOFT	[PEDIA]
DESOSOF T	[PEDIA]
DESOSOF T LOT	[PEDIA]
DESOSOFT 10GM CREM	[COSMO]
DESOSOFT CREAM 30 GM	[PEDIA]
DEV MEDICAL AGENCY
DEVI MEDICAL AGENCIES
DEVI PHARMA WELLNESS PRIVATE LIMITED
DEVRAJ  DISTRIBUTORS  (NEXUS ENT.)
DEY ENTERPRISE
DHANALAKSHMI MEDICAL AGENCIES
DHANASHRI PHARMACEUTICALS (SHRI TULJABHAVANI)
DHANRAJ MEDICAL
DHANWANTARI AGENCIES
DHRUVI  HEALTH CARE PVT LTD.
DHRUVI HEALTH CARE PVT LTD.
DIAMOND PHARMA AGENCY
DIKSHA TRADERS
DILIPAN K
DISA ENTERPRISE
DIVANSHU DISTRIBUTORS
DIVYA PHARMA DISTRIBUTORS
DOCTOR PHARMA
DORTAS E/D 5'ML
DOSHI BROTHERS
DRBT DRUG DISTRIBUTIORE
DRISHTI ENTERPRISES
DROGARIA SALCETE
DRUG HOUSE
DRUG HOUSE.
DRUG PHARAMACEUTICAL
DRUG PLAZA AGENCY
DRUG POINT AMBIKAPUR
DRUG SALES
DRX ENTERPRISE
DUA MEDICOS
DURGA  MEDICAL AGENCY (ABHISHEK)
DURGA AGENCIES
DURGA MEDICAL HALL
DURGA PHARMA
DURGHA MEDICAL AGENCIES
DUTT MEDICAL AGENCY
DUTTA MEDICOS
Dektop
Dinesh Babu
EASTERN PHARMA
EBER04 EBERFINE CREAM	[PHARMA]
EBER04 EBERFINE-M	[PEDIA]
EBERFINE	[COSMO]
EBERFINE - M	[PHARMA]
EBERFINE -M	[PHARMA]
EBERFINE 15GM
EBERFINE 30GM
EBERFINE 30GM CREAM.	[PHARMA]
EBERFINE CREAAM 1*30GM	[COSMO]
EBERFINE CREAM (15GM)	[PHARMA]
EBERFINE CREAM (50GM)	[PHARMA]
EBERFINE CREAM (B)
EBERFINE CREAM (S)
EBERFINE CREAM 1%	[PHARMA]
EBERFINE CREAM 1*15GM	[COSMO]
EBERFINE CREAM 1*30GM	[PHARMA]
EBERFINE CREAM 50G 1*50GM	[PHARMA]
EBERFINE CREAM 50GM 50G.	[PHARMA]
EBERFINE CREAM XL
EBERFINE CREAM XL 50GM DIRECT	[COSMO]
EBERFINE CREAM XL,
EBERFINE CREAM-15GM	[PHARMA]
EBERFINE CREEM
EBERFINE LOT	[COSMO]
EBERFINE LOT 50GM CEARM	[PHARMA]
EBERFINE LOTION.50GM	[PHARMA]
EBERFINE M	[COSMO]
EBERFINE XL	[COSMO]
EBERFINE XL 50 GM	[PHARMA]
EBERFINE XL 50GM	[PHARMA]
EBERFINE XL 50GM CREAM	[PHARMA]
EBERFINE XL OINTMENT
EBERFINE XL-50GM	[PHARMA]
EBERFINE,
EBERFINE-15GM	[PHARMA]
EBERFINE-30GM	[PHARMA]
EBERFINE-50GM	[PHARMA]
EBERFINE-CREAM 15GM
EBERFINE-LOTION
EBERFINE-M	[COSMO]
EBERFINE-M CREAM 15'GM
EBERFINECR EAM
EBERFNE-XL
ECONOMIC MEDICAL AGECNY
ECONOMIC MEDICAL WHOLESELLERS
EKRA01 EKRAN	[COSMO]
EKRA02 EKRAN AQUA GEL	[COSMO]
EKRA04 EKRAN-30 SILICON SUNSCREEN GEL	[COSMO]
EKRA06 EKRAN SOFT SILICON SUNSCREEN GEL50GM	[COSMO]
EKRA08 EKRAN MS GEL	[COSMO]
EKRAN - 30 SILICON
EKRAN -30 SILI SUN SREEN GEL
EKRAN -30 SILICON	[COSMO]
EKRAN -30 SILICON SUNSCREEN GEL	[COSMO]
EKRAN 30	[COSMO]
EKRAN 30 SILCON GEL
EKRAN 30 SILICON	[COSMO]
EKRAN 30 SILICON GEL	[COSMO]
EKRAN 30 SILICON GEL 1*30GM	[COSMO]
EKRAN 30 SILICON SUN	[COSMO]
EKRAN 30 SILICON SUN GEL	[COSMO]
EKRAN 30 SILICON SUNCREEN GEL.	[COSMO]
EKRAN 30 SILICON SUNSCR 50GM 1PC	[COSMO]
EKRAN 30 SILICON SUNSCREEN
EKRAN 30 SILICON SUNSCREEN 3G0EGL
